id;nombre;precio;numero_cajas;tipo;tamaño;color;descripcion;dimensiones;material;carga;frecuencia;potencia;tension
301;VITTSJÖ;316000;5;dormitorio;Grande;Azul;Sin descripcion;;;;;;
302;BILLY / OXBERG;308000;3;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
303;IVAR;276000;2;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
304;VILTO;220000;2;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
305;BILLY;92000;2;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
306;KALLAX;580000;2;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
307;SVALNÄS;72000;2;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
308;BILLY / OXBERG;460000;4;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
309;EKET;320000;2;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
310;JONAXEL;108000;5;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
311;VITTSJÖ;443200;3;dormitorio;Grande;Verde;Sin descripcion;;;;;;
312;BESTÅ;736000;3;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
313;FJÄLLBO;236000;2;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
314;OLAUS;15200;3;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
315;HEMNES;636800;3;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
316;BILLY / OXBERG;272000;1;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
317;KALLAX;276000;2;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
318;HYLLIS;67200;3;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
319;BILLY / OXBERG;252000;1;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
320;KALLAX;92000;4;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
321;BRUSALI;189600;5;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
322;KALLAX;360000;5;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
323;BESTÅ / EKET;1375200;1;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
324;STUK;28000;4;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
325;JONAXEL;12000;4;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
326;BESTÅ;20000;3;dormitorio;Grande;Verde;Sin descripcion;;;;;;
327;KALLAX;316000;1;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
328;BRIMNES;356000;1;dormitorio;Grande;Verde;Sin descripcion;;;;;;
329;BILLY;40000;5;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
330;OLAUS;116000;2;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
331;BOTTNA;12000;2;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
332;BILLY;276000;5;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
333;IVAR;336000;3;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
334;EKET;200000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
335;ALGOT;12480;2;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
336;KOLBJÖRN;276000;4;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
337;MOSTORP;333600;4;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
338;BILLY;412800;2;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
339;OBSERVATÖR;12000;1;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
340;BILLY;468000;4;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
341;FJÄLLBO;396000;5;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
342;KOLBJÖRN;556000;1;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
343;IVAR;352000;4;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
344;VITTSJÖ;556000;3;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
345;ALGOT;407200;2;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
346;EDVALLA;20000;1;dormitorio;Grande;Azul;Sin descripcion;;;;;;
347;BILLY;296000;1;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
348;JONAXEL;144000;3;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
349;KALLAX;476000;1;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
350;ALGOT;156800;1;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
351;EKET;512000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
352;KALLAX;396000;5;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
353;EKET;348000;5;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
354;EKET;782400;3;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
355;ALGOT;14400;5;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
356;OLAUS;617600;2;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
357;KALLAX;172000;5;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
358;BILLY / BOTTNA;112000;3;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
359;LIATORP;3468000;2;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
360;HYLLIS;40800;1;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
361;VITTSJÖ;496000;4;dormitorio;Grande;Azul;Sin descripcion;;;;;;
362;EKET;212000;3;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
363;KOLBJÖRN;180000;4;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
364;EKET;64000;1;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
365;IVAR;220000;5;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
366;EKET;188000;3;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
367;EKET;277600;5;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
368;VITTSJÖ;392000;3;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
369;BESTÅ;988000;4;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
370;KALLAX;280000;2;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
371;STUK;28000;2;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
372;HEJNE;564000;3;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
373;JONAXEL;44000;3;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
374;ALGOT;4800;2;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
375;MORLIDEN;160000;5;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
376;BESTÅ;740000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
377;LIATORP;796000;1;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
378;BESTÅ;1296000;4;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
379;BROR;12000;2;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
380;BILLY;228000;2;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
381;BESTÅ;1456000;1;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
382;HYLLIS;9600;3;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
383;SVALNÄS;64000;5;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
384;BILLY / OXBERG;376000;5;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
385;BILLY / OXBERG;232000;1;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
386;IVAR;248000;2;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
387;ENETRI;329600;1;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
388;BESTÅ;1976000;1;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
389;GUBBARP;2400;5;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
390;ALGOT;4800;4;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
391;JONAXEL;16000;2;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
392;JONAXEL;128000;4;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
393;BESTÅ;1380000;1;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
394;BILLY / OXBERG;920000;2;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
395;EKET;36000;3;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
396;IVAR;500000;2;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
397;BILLY / OXBERG;404000;2;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
398;HEMNES;3188800;3;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
399;BILLY;636000;1;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
400;IVAR;268000;4;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
401;IVAR;1020000;1;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
402;BESTÅ;136000;4;dormitorio;Grande;Azul;Sin descripcion;;;;;;
403;KOLBJÖRN;456000;4;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
404;ALGOT;423200;1;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
405;EKET;188800;2;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
406;JONAXEL;12000;5;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
407;JONAXEL;20000;1;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
408;SVALNÄS;496000;4;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
409;VITTSJÖ;487200;1;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
410;BILLY / GNEDBY;752000;5;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
411;BILLY / OXBERG;1836000;5;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
412;EKET;79200;4;dormitorio;Grande;Verde;Uno de los productos mas vendidos;;;;;;
413;BROR;356000;4;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
414;ALGOT;23200;5;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
415;IVAR;188000;2;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
416;KALLAX;40000;3;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
417;IVAR;636000;2;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
418;BESTÅ;336000;5;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
419;FIXA;4480;2;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
420;JONAXEL;468000;2;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
421;BESTÅ;80000;4;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
422;EKET;801600;1;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
423;EKET;52000;1;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
424;OBSERVATÖR;4000;5;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
425;KALLAX;60000;2;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
426;SVALNÄS;56000;5;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
427;JONAXEL;184000;5;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
428;BILLY / OXBERG;1004000;3;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
429;BESTÅ;616000;3;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
430;BESTÅ;408000;3;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
431;IVAR;620000;4;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
432;KOLBJÖRN;1012000;2;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
433;HEDRA;7200;3;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
434;BESTÅ;12000;2;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
435;JONAXEL;16000;2;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
436;BAGGANÄS;21600;1;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
437;ÖSTERNÄS;39200;5;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
438;BROR;464000;3;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
439;ALGOT;24000;1;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
440;EKET;500000;1;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
441;BESTÅ;864800;1;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
442;SKUBB;39200;5;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
443;IVAR;39200;4;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
444;BROR;516000;1;dormitorio;Grande;Verde;Uno de los productos mas vendidos;;;;;;
445;HYLLIS;20000;1;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
446;KOLBJÖRN;456000;3;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
447;KALLAX;60000;1;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
448;JONAXEL;92000;5;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
449;IVAR;276000;1;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
450;EDVALLA;20000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
451;JONAXEL;156000;2;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
452;JONAXEL;412000;2;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
453;ALGOT;7200;3;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
454;SVALNÄS;36000;2;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
455;BESTÅ;24000;5;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
456;EKET;214400;5;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
457;BESTÅ;924000;2;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
458;BESTÅ / EKET;1262400;3;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
459;IVAR;296800;2;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
460;BAGGANÄS;21600;4;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
461;SKÅDIS;4800;3;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
462;HAVSTA;556000;1;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
463;EKET;60000;3;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
464;BROR;1368000;2;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
465;BILLY;244000;2;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
466;BESTÅ;728000;4;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
467;IVAR;1820000;2;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
468;EKET;300000;4;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
469;EKET;412000;4;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
470;JONAXEL;136000;1;dormitorio;Grande;Azul;Sin descripcion;;;;;;
471;NANNARP;32000;3;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
472;ENERYDA;17600;4;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
473;EKET;9600;5;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
474;BESTÅ;636000;5;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
475;BESTÅ;120000;4;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
476;BILLY / MORLIDEN;252000;3;dormitorio;Grande;Verde;Sin descripcion;;;;;;
477;IVAR;816000;3;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
478;KALLAX;596000;3;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
479;EKET;1616000;5;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
480;ALGOT;7200;3;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
481;KOLBJÖRN;180000;1;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
482;BESTÅ;20000;3;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
483;JONAXEL;160000;1;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
484;EKET;63200;3;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
485;ALGOT;216960;5;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
486;KALLAX;444000;3;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
487;EKET;140000;5;dormitorio;Grande;Verde;Uno de los productos mas vendidos;;;;;;
488;IVAR;20000;5;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
489;BROR;68000;4;dormitorio;Grande;Verde;Sin descripcion;;;;;;
490;JONAXEL;76000;5;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
491;BESTÅ;1104000;5;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
492;EKET;204000;5;dormitorio;Grande;Azul;Sin descripcion;;;;;;
493;EKET;36000;2;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
494;BESTÅ BURS;956000;4;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
495;HEJNE;28000;3;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
496;BILLY;64000;5;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
497;STUBBARP;28000;1;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
498;ENERYDA;13600;2;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
499;BESTÅ;300000;5;dormitorio;Grande;Verde;Uno de los productos mas vendidos;;;;;;
500;BROR;276000;2;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
501;BILLY;24000;5;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
502;BESTÅ;88000;2;dormitorio;Grande;Azul;Sin descripcion;;;;;;
503;BILLSBRO;28000;5;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
504;IVAR;924000;4;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
505;OLAUS;23200;5;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
506;HEMNES;444800;5;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
507;SELSVIKEN;48000;2;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
508;BILLY / MORLIDEN;556000;4;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
509;KALLAX;604000;4;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
510;VITTSJÖ;512000;4;dormitorio;Grande;Verde;Sin descripcion;;;;;;
511;BILLSBRO;44000;4;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
512;GLASSVIK;140000;3;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
513;BILLY / OXBERG;400000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
514;BESTÅ;2027600;3;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
515;GALANT;460000;2;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
516;LAPPVIKEN;30800;4;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
517;EKET;12000;5;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
518;EKET;835200;3;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
519;SKUBB;39200;1;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
520;BESTÅ;380000;2;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
521;BROR;452000;3;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
522;EKET;75200;5;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
523;SVALNÄS;80000;4;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
524;ALGOT;16000;2;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
525;BROR;84000;4;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
526;NOTVIKEN;80000;5;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
527;OXBERG;160000;2;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
528;BESTÅ;380000;2;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
529;BESTÅ;20000;1;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
530;BERGHALLA;17600;5;dormitorio;Grande;Azul;Sin descripcion;;;;;;
531;BILLY / MORLIDEN;740000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
532;IVAR;36000;3;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
533;BESTÅ;1256000;1;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
534;BAGGANÄS;17600;4;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
535;BILLY / OXBERG;796000;2;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
536;SVALNÄS;360000;1;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
537;BOTTNA;36000;2;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
538;SULARP;36400;1;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
539;JONAXEL;20000;4;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
540;ALGOT;343200;4;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
541;BROR;76000;4;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
542;HYLLIS;148800;4;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
543;BILLY / BOTTNA;196000;2;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
544;KALLAX;492000;2;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
545;BILLY / OXBERG;1064000;2;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
546;BESTÅ / EKET;1175200;4;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
547;BILLY;732000;3;dormitorio;Grande;Verde;Sin descripcion;;;;;;
548;BESTÅ;3408000;3;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
549;ALGOT;241600;2;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
550;JONAXEL;528000;4;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
551;ALGOT;146880;2;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
552;ENERYDA;28000;2;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
553;IVAR;636000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
554;BILLY / BOTTNA;188000;2;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
555;BROR;412000;3;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
556;ENERYDA;28000;2;dormitorio;Grande;Azul;Sin descripcion;;;;;;
557;BESTÅ;180000;5;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
558;BESTÅ;20000;3;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
559;BESTÅ;80000;4;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
560;IVAR;489600;5;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
561;JONAXEL;112000;2;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
562;IVAR;473600;5;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
563;BESTÅ;1112000;1;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
564;HEMNES;1876800;1;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
565;BILLY / MORLIDEN;332000;3;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
566;BROR;76000;5;dormitorio;Grande;Azul;Sin descripcion;;;;;;
567;BROR;684000;5;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
568;IVAR;280000;3;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
569;JONAXEL;312000;5;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
570;BILLY / OXBERG;1432000;4;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
571;JONAXEL;392000;2;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
572;BESTÅ;792000;1;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
573;BILLY / OXBERG;1388000;3;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
574;NOTVIKEN;48000;4;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
575;BESTÅ;1296000;1;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
576;BILLY / OXBERG;1256000;5;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
577;LIATORP;2748000;3;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
578;BROR;396000;1;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
579;MÖLLARP;13600;2;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
580;BROR;300000;5;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
581;HACKÅS;13600;4;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
582;HACKÅS;25600;3;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
583;ALGOT;8000;5;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
584;BESTÅ;100000;5;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
585;BESTÅ;180000;5;dormitorio;Grande;Azul;Sin descripcion;;;;;;
586;IVAR;36000;3;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
587;HEJNE;588000;5;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
588;BESTÅ;108000;3;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
589;SVALNÄS;528000;5;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
590;KALLAX;556000;4;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
591;KOLBJÖRN;912000;3;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
592;IVAR;470400;4;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
593;ORRNÄS;13600;1;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
594;JONAXEL;56000;5;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
595;BILLY / OXBERG;1184000;1;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
